TUCASEID,TULINENO,GEREG,GEDIV,GESTFIPS,GTMETSTA,GTCBSA,GTCO,HEFAMINC
20160604162258,3,4,8,8,1,19740,000,16
20160604162258,4,4,8,8,1,19740,000,16
20160604162265,1,2,4,19,1,19340,163,14
20160604162265,2,2,4,19,1,19340,163,14
20160604162271,1,4,8,8,1,19740,031,11
20160604162271,2,4,8,8,1,19740,031,11
20160604162272,1,1,2,36,1,35620,047,16
20160604162272,2,1,2,36,1,35620,047,16
20160604162274,1,1,2,42,1,37980,101,1
20160604162275,1,1,2,34,1,35620,000,16
20160604162275,2,1,2,34,1,35620,000,16
20160604162275,3,1,2,34,1,35620,000,16
20160604162275,4,1,2,34,1,35620,000,16
20160604162278,1,4,9,53,1,42660,000,16
20160604162278,2,4,9,53,1,42660,000,16
20160604162283,1,1,2,36,1,35620,085,7
20160604162283,2,1,2,36,1,35620,085,7
20160604162283,3,1,2,36,1,35620,085,7
20160604162287,1,2,4,29,1,41180,099,10
20160604162290,1,3,7,5,1,30780,000,9
20160604162290,2,3,7,5,1,30780,000,9
20160604162290,3,3,7,5,1,30780,000,9
20160604162291,1,3,7,48,1,12420,000,11
20160604162291,2,3,7,48,1,12420,000,11
20160604162291,3,3,7,48,1,12420,000,11
20160604162291,4,3,7,48,1,12420,000,11
20160604162291,5,3,7,48,1,12420,000,11
20160604162300,1,2,3,17,1,16980,097,15
20160604162300,3,2,3,17,1,16980,097,15
20160604162300,4,2,3,17,1,16980,097,15
20160604162300,5,2,3,17,1,16980,097,15
20160604162301,1,3,5,24,1,12580,025,16
20160604162301,2,3,5,24,1,12580,025,16
20160604162301,3,3,5,24,1,12580,025,16
20160604162301,4,3,5,24,1,12580,025,16
20160604162303,1,1,1,25,1,14460,009,12
20160604162303,2,1,1,25,1,14460,009,12
20160604162305,1,3,5,51,2,00000,000,3
20160604162305,2,3,5,51,2,00000,000,3
20160604162308,1,1,2,42,1,37980,101,8
20160604162308,2,1,2,42,1,37980,101,8
20160604162310,1,1,2,36,1,35620,005,11
20160604162310,2,1,2,36,1,35620,005,11
20160604162310,3,1,2,36,1,35620,005,11
20160604162310,4,1,2,36,1,35620,005,11
20160604162311,1,4,8,4,1,38060,013,11
20160604162311,2,4,8,4,1,38060,013,11
20160604162311,3,4,8,4,1,38060,013,11
20160604162311,4,4,8,4,1,38060,013,11
20160604162315,1,3,6,28,2,00000,000,11
20160604162315,2,3,6,28,2,00000,000,11
20160604162315,3,3,6,28,2,00000,000,11
20160604162315,4,3,6,28,2,00000,000,11
20160604162316,1,4,9,6,1,41860,081,16
20160604162316,2,4,9,6,1,41860,081,16
20160604162316,3,4,9,6,1,41860,081,16
20160604162316,4,4,9,6,1,41860,081,16
20160604162316,5,4,9,6,1,41860,081,16
20160604162317,1,2,3,18,1,26900,000,5
20160604162318,1,1,2,42,1,21500,049,15
20160604162318,2,1,2,42,1,21500,049,15
20160604162318,3,1,2,42,1,21500,049,15
20160604162318,4,1,2,42,1,21500,049,15
20160604162320,1,4,9,6,1,31080,037,15
20160604162320,2,4,9,6,1,31080,037,15
20160604162320,3,4,9,6,1,31080,037,15
20160604162320,4,4,9,6,1,31080,037,15
20160604162320,5,4,9,6,1,31080,037,15
20160604162320,6,4,9,6,1,31080,037,15
20160604162321,1,3,6,47,1,17420,000,12
20160604162321,2,3,6,47,1,17420,000,12
20160604162321,3,3,6,47,1,17420,000,12
20160604162321,4,3,6,47,1,17420,000,12
20160604162325,1,3,6,28,1,00000,000,5
20160604162326,1,3,5,37,1,24660,000,1
20160604162326,2,3,5,37,1,24660,000,1
20160604162326,3,3,5,37,1,24660,000,1
20160604162327,1,1,1,9,1,35300,009,14
20160604162327,2,1,1,9,1,35300,009,14
20160604162327,3,1,1,9,1,35300,009,14
20160604162333,1,4,9,6,1,41740,073,13
20160604162333,2,4,9,6,1,41740,073,13
20160604162333,3,4,9,6,1,41740,073,13
20160604162333,4,4,9,6,1,41740,073,13
20160604162333,5,4,9,6,1,41740,073,13
20160604162334,1,3,7,48,1,19100,000,4
20160604162334,2,3,7,48,1,19100,000,4
20160604162336,1,3,6,47,1,28940,009,13
20160604162336,2,3,6,47,1,28940,009,13
20160604162336,3,3,6,47,1,28940,009,13
20160604162337,1,3,5,45,1,22500,041,6
20160604162337,2,3,5,45,1,22500,041,6
20160604162337,3,3,5,45,1,22500,041,6
20160604162340,1,1,2,34,1,35620,017,8
20160604162341,1,3,7,48,2,00000,000,13
20160604162341,2,3,7,48,2,00000,000,13
20160604162341,3,3,7,48,2,00000,000,13
20160604162341,4,3,7,48,2,00000,000,13
20160604162342,1,2,4,29,1,41180,189,10
20160604162342,2,2,4,29,1,41180,189,10
20160604162342,3,2,4,29,1,41180,189,10
20160604162342,4,2,4,29,1,41180,189,10
20160604162342,5,2,4,29,1,41180,189,10
20160604162344,1,3,7,22,1,29180,000,11
20160604162344,2,3,7,22,1,29180,000,11
20160604162344,3,3,7,22,1,29180,000,11
20160604162345,1,3,5,37,1,16740,000,8
20160604162347,1,2,3,18,1,00000,000,15
20160604162347,2,2,3,18,1,00000,000,15
20160604162347,3,2,3,18,1,00000,000,15
20160604162347,4,2,3,18,1,00000,000,15
20160604162347,5,2,3,18,1,00000,000,15
20160604162354,1,3,5,13,1,12060,000,4
20160604162354,2,3,5,13,1,12060,000,4
20160604162355,1,3,6,28,2,00000,000,13
20160604162355,2,3,6,28,2,00000,000,13
20160604162355,3,3,6,28,2,00000,000,13
20160604162355,4,3,6,28,2,00000,000,13
20160604162355,5,3,6,28,2,00000,000,13
20160604162362,1,2,3,39,1,17140,000,8
20160604162362,2,2,3,39,1,17140,000,8
20160604162362,3,2,3,39,1,17140,000,8
20160604162362,4,2,3,39,1,17140,000,8
20160604162365,1,2,4,29,1,41180,189,14
20160604162365,2,2,4,29,1,41180,189,14
20160604162365,3,2,4,29,1,41180,189,14
20160604162365,4,2,4,29,1,41180,189,14
20160604162366,1,3,7,22,1,35380,071,6
20160604162367,1,2,4,19,1,47940,000,12
20160604162368,1,4,8,49,1,41620,000,16
20160604162368,2,4,8,49,1,41620,000,16
20160604162368,4,4,8,49,1,41620,000,16
20160604162370,1,3,5,54,1,16620,039,12
20160604162370,2,3,5,54,1,16620,039,12
20160604162370,3,3,5,54,1,16620,039,12
20160604162370,4,3,5,54,1,16620,039,12
20160604162370,5,3,5,54,1,16620,039,12
20160604162372,1,1,2,36,1,35620,119,10
20160604162372,2,1,2,36,1,35620,119,10
20160604162373,1,3,5,12,1,33100,086,5
20160604162373,2,3,5,12,1,33100,086,5
20160604162375,1,1,2,36,1,35620,059,16
20160604162375,2,1,2,36,1,35620,059,16
20160604162375,3,1,2,36,1,35620,059,16
20160604162375,4,1,2,36,1,35620,059,16
20160604162375,5,1,2,36,1,35620,059,16
20160604162378,1,1,2,36,1,35620,061,7
20160604162379,1,1,2,34,1,35620,039,13
20160604162379,2,1,2,34,1,35620,039,13
20160604162379,3,1,2,34,1,35620,039,13
20160604162379,4,1,2,34,1,35620,039,13
20160604162379,5,1,2,34,1,35620,039,13
20160604162379,6,1,2,34,1,35620,039,13
20160604162379,7,1,2,34,1,35620,039,13
20160604162379,9,1,2,34,1,35620,039,13
20160604162380,1,1,1,9,1,14860,001,3
20160604162383,1,3,7,48,1,19100,000,11
20160604162383,2,3,7,48,1,19100,000,11
20160604162383,3,3,7,48,1,19100,000,11
20160604162383,4,3,7,48,1,19100,000,11
20160604162384,1,4,8,16,1,17660,000,15
20160604162384,2,4,8,16,1,17660,000,15
20160604162384,3,4,8,16,1,17660,000,15
20160604162384,4,4,8,16,1,17660,000,15
20160604162384,5,4,8,16,1,17660,000,15
20160604162386,1,3,5,13,2,00000,000,14
20160604162386,2,3,5,13,2,00000,000,14
20160604162386,3,3,5,13,2,00000,000,14
20160604162386,4,3,5,13,2,00000,000,14
20160604162387,1,4,9,6,1,37100,111,16
20160604162387,2,4,9,6,1,37100,111,16
20160604162401,1,1,2,36,1,35620,047,16
20160604162401,2,1,2,36,1,35620,047,16
20160604162401,3,1,2,36,1,35620,047,16
20160604162401,4,1,2,36,1,35620,047,16
20160604162402,1,1,2,36,1,10580,000,15
20160604162402,2,1,2,36,1,10580,000,15
20160604162402,3,1,2,36,1,10580,000,15
20160604162406,1,3,6,47,2,00000,000,6
20160604162406,2,3,6,47,2,00000,000,6
20160604162407,1,3,7,22,1,29180,000,7
20160604162407,2,3,7,22,1,29180,000,7
20160604162408,1,3,5,12,2,00000,000,2
20160604162408,2,3,5,12,2,00000,000,2
20160604162409,1,4,9,6,1,31080,037,7
20160604162409,2,4,9,6,1,31080,037,7
20160604162409,3,4,9,6,1,31080,037,7
20160604162413,1,2,3,18,1,21140,039,15
20160604162413,2,2,3,18,1,21140,039,15
20160604162413,3,2,3,18,1,21140,039,15
20160604162419,1,3,6,28,2,00000,000,4
20160604162419,2,3,6,28,2,00000,000,4
20160604162419,3,3,6,28,2,00000,000,4
20160604162419,4,3,6,28,2,00000,000,4
20160604162419,5,3,6,28,2,00000,000,4
20160604162420,1,3,7,40,3,00000,000,7
20160604162420,2,3,7,40,3,00000,000,7
20160604162421,1,3,5,12,1,33100,086,7
20160604162424,1,1,2,42,1,37980,101,7
20160604162425,1,2,3,17,1,00000,000,9
20160604162425,2,2,3,17,1,00000,000,9
20160604162429,1,3,5,45,1,17900,000,15
20160604162429,2,3,5,45,1,17900,000,15
20160604162431,1,2,4,31,2,00000,000,2
20160604162431,2,2,4,31,2,00000,000,2
20160604162431,4,2,4,31,2,00000,000,2
20160604162435,1,3,7,48,1,19100,439,14
20160604162436,1,1,2,34,1,37980,000,15
20160604162436,2,1,2,34,1,37980,000,15
20160604162436,3,1,2,34,1,37980,000,15
20160604162436,4,1,2,34,1,37980,000,15
20160604162436,5,1,2,34,1,37980,000,15
20160604162438,1,3,5,13,1,12060,063,6
20160604162439,1,3,6,21,2,00000,000,1
20160604162449,1,3,5,37,1,49180,057,12
20160604162449,2,3,5,37,1,49180,057,12
20160604162454,1,1,2,36,1,35620,103,16
20160604162454,2,1,2,36,1,35620,103,16
20160604162459,1,3,7,48,1,19100,000,15
20160604162459,2,3,7,48,1,19100,000,15
20160604162459,3,3,7,48,1,19100,000,15
20160604162459,4,3,7,48,1,19100,000,15
20160604162464,1,4,9,6,1,40140,000,8
20160604162465,1,1,2,42,1,37980,045,8
20160604162465,2,1,2,42,1,37980,045,8
20160604162465,3,1,2,42,1,37980,045,8
20160604162471,1,4,8,35,1,10740,000,1
20160604162471,2,4,8,35,1,10740,000,1
20160604162472,1,3,7,48,1,19100,000,3
20160604162472,2,3,7,48,1,19100,000,3
20160604162477,1,3,6,47,1,34980,000,14
20160604162477,2,3,6,47,1,34980,000,14
20160604162477,3,3,6,47,1,34980,000,14
20160604162477,4,3,6,47,1,34980,000,14
20160604162478,1,3,5,12,1,27260,000,1
20160604162478,2,3,5,12,1,27260,000,1
20160604162478,6,3,5,12,1,27260,000,1
20160604162478,7,3,5,12,1,27260,000,1
20160604162478,8,3,5,12,1,27260,000,1
20160604162482,1,4,9,6,1,40140,000,13
20160604162485,1,3,7,48,1,12420,000,16
20160604162485,2,3,7,48,1,12420,000,16
20160604162485,3,3,7,48,1,12420,000,16
20160604162490,1,2,3,18,1,31140,000,4
20160604162492,1,3,5,12,1,35840,000,13
20160604162494,1,2,3,17,1,19340,000,15
20160604162494,2,2,3,17,1,19340,000,15
20160604162494,3,2,3,17,1,19340,000,15
20160604162494,4,2,3,17,1,19340,000,15
20160604162496,1,3,6,47,1,34980,000,7
20160604162497,1,2,3,55,2,00000,000,11
20160604162497,2,2,3,55,2,00000,000,11
20160604162501,1,3,5,37,1,39580,000,15
20160604162501,2,3,5,37,1,39580,000,15
20160604162501,3,3,5,37,1,39580,000,15
20160604162502,1,3,5,13,1,12060,057,15
20160604162502,2,3,5,13,1,12060,057,15
20160604162504,1,4,9,6,1,40140,000,13
20160604162504,2,4,9,6,1,40140,000,13
20160604162504,3,4,9,6,1,40140,000,13
20160604162504,4,4,9,6,1,40140,000,13
20160604162504,5,4,9,6,1,40140,000,13
20160604162509,1,4,8,49,1,36260,000,11
20160604162509,2,4,8,49,1,36260,000,11
20160604162509,3,4,8,49,1,36260,000,11
20160604162509,5,4,8,49,1,36260,000,11
20160604162509,6,4,8,49,1,36260,000,11
20160604162509,8,4,8,49,1,36260,000,11
20160604162509,9,4,8,49,1,36260,000,11
20160604162509,10,4,8,49,1,36260,000,11
20160604162510,1,1,2,34,1,37980,005,16
20160604162510,2,1,2,34,1,37980,005,16
20160604162510,3,1,2,34,1,37980,005,16
20160604162510,4,1,2,34,1,37980,005,16
20160604162512,1,3,5,12,1,36740,069,14
20160604162514,1,4,9,6,1,40140,000,3
20160604162514,5,4,9,6,1,40140,000,3
20160604162514,9,4,9,6,1,40140,000,3
20160604162515,1,4,9,6,1,31080,037,2
20160604162515,2,4,9,6,1,31080,037,2
20160604162515,3,4,9,6,1,31080,037,2
20160604162521,1,3,7,48,1,19100,139,11
20160604162526,1,3,7,48,1,26420,000,14
20160604162526,2,3,7,48,1,26420,000,14
20160604162526,3,3,7,48,1,26420,000,14
20160604162532,1,3,7,48,1,19100,439,12
20160604162532,2,3,7,48,1,19100,439,12
20160604162532,3,3,7,48,1,19100,439,12
20160604162532,4,3,7,48,1,19100,439,12
20160604162534,1,3,5,45,2,00000,000,2
20160604162534,3,3,5,45,2,00000,000,2
20160604162534,4,3,5,45,2,00000,000,2
20160604162536,1,2,4,29,1,44180,000,16
20160604162536,2,2,4,29,1,44180,000,16
20160604162536,3,2,4,29,1,44180,000,16
20160604162538,1,3,7,48,1,19100,000,14
20160604162538,2,3,7,48,1,19100,000,14
20160604162541,1,4,9,6,1,41860,075,16
20160604162541,2,4,9,6,1,41860,075,16
20160604162541,3,4,9,6,1,41860,075,16
20160604162541,4,4,9,6,1,41860,075,16
20160604162541,5,4,9,6,1,41860,075,16
20160604162541,6,4,9,6,1,41860,075,16
20160605160005,1,4,9,6,2,00000,000,12
20160605160005,2,4,9,6,2,00000,000,12
20160605160005,3,4,9,6,2,00000,000,12
20160605160006,1,1,2,36,1,15380,000,1
20160605160006,2,1,2,36,1,15380,000,1
20160605160006,3,1,2,36,1,15380,000,1
20160605160007,1,4,9,6,1,40140,000,15
20160605160007,2,4,9,6,1,40140,000,15
20160605160007,3,4,9,6,1,40140,000,15
20160605160008,1,3,5,13,2,00000,000,8
20160605160008,2,3,5,13,2,00000,000,8
20160605160008,3,3,5,13,2,00000,000,8
20160605160008,4,3,5,13,2,00000,000,8
20160605160009,1,2,3,26,1,29620,000,3
20160605160010,1,3,5,13,1,12060,000,13
20160605160010,2,3,5,13,1,12060,000,13
20160605160014,1,2,3,39,1,00000,000,11
20160605160015,1,3,7,5,1,22220,000,14
20160605160015,2,3,7,5,1,22220,000,14
20160605160015,3,3,7,5,1,22220,000,14
20160605160016,1,2,3,17,1,16980,000,1
20160605160019,1,3,5,12,1,35840,000,13
20160605160019,2,3,5,12,1,35840,000,13
20160605160019,3,3,5,12,1,35840,000,13
20160605160019,4,3,5,12,1,35840,000,13
20160605160020,1,1,2,36,1,45060,067,5
20160605160025,1,3,7,5,1,38220,000,12
20160605160025,2,3,7,5,1,38220,000,12
20160605160026,1,3,7,48,2,00000,000,13
20160605160026,2,3,7,48,2,00000,000,13
20160605160026,3,3,7,48,2,00000,000,13
20160605160037,1,3,5,12,1,45300,057,16
20160605160037,2,3,5,12,1,45300,057,16
20160605160037,4,3,5,12,1,45300,057,16
20160605160039,1,4,9,6,1,25260,031,12
20160605160039,2,4,9,6,1,25260,031,12
20160605160039,3,4,9,6,1,25260,031,12
20160605160039,4,4,9,6,1,25260,031,12
20160605160039,5,4,9,6,1,25260,031,12
20160605160039,6,4,9,6,1,25260,031,12
20160605160039,7,4,9,6,1,25260,031,12
20160605160044,1,1,1,25,1,14460,009,6
20160605160046,1,4,9,6,1,31080,037,4
20160605160048,1,1,1,25,1,49340,027,8
20160605160052,1,2,3,26,2,00000,000,1
20160605160052,2,2,3,26,2,00000,000,1
20160605160053,1,3,5,13,2,00000,000,5
20160605160056,1,3,7,40,1,46140,000,16
20160605160056,2,3,7,40,1,46140,000,16
20160605160059,1,3,5,24,1,47900,017,14
20160605160061,1,1,2,36,1,35620,005,1
20160605160062,1,3,7,48,1,26420,000,16
20160605160062,2,3,7,48,1,26420,000,16
20160605160063,1,3,5,12,1,33100,099,15
20160605160063,2,3,5,12,1,33100,099,15
20160605160063,3,3,5,12,1,33100,099,15
20160605160063,4,3,5,12,1,33100,099,15
20160605160063,5,3,5,12,1,33100,099,15
20160605160063,6,3,5,12,1,33100,099,15
20160605160066,1,2,3,26,2,00000,000,4
20160605160067,1,4,8,4,3,00000,000,15
20160605160067,2,4,8,4,3,00000,000,15
20160605160067,3,4,8,4,3,00000,000,15
20160605160069,1,3,5,12,1,36100,083,8
20160605160069,2,3,5,12,1,36100,083,8
20160605160070,1,3,5,10,1,37980,003,8
20160605160075,1,2,3,18,1,26900,000,2
20160605160076,1,1,2,34,1,35620,013,3
20160605160076,2,1,2,34,1,35620,013,3
20160605160076,3,1,2,34,1,35620,013,3
20160605160076,4,1,2,34,1,35620,013,3
20160605160078,1,3,6,47,1,32820,000,13
20160605160078,2,3,6,47,1,32820,000,13
20160605160080,1,3,6,28,1,27140,000,14
20160605160080,2,3,6,28,1,27140,000,14
20160605160080,3,3,6,28,1,27140,000,14
20160605160080,4,3,6,28,1,27140,000,14
20160605160080,5,3,6,28,1,27140,000,14
20160605160080,6,3,6,28,1,27140,000,14
20160605160080,7,3,6,28,1,27140,000,14
20160605160080,8,3,6,28,1,27140,000,14
20160605160082,1,4,9,6,1,40900,017,8
20160605160083,1,1,1,9,1,25540,000,16
20160605160083,2,1,1,9,1,25540,000,16
20160605160083,3,1,1,9,1,25540,000,16
20160605160084,1,2,4,38,1,22020,000,8
20160605160086,1,3,7,48,1,41700,000,11
20160605160086,2,3,7,48,1,41700,000,11
20160605160087,1,3,7,48,1,41700,000,12
20160605160087,2,3,7,48,1,41700,000,12
20160605160087,3,3,7,48,1,41700,000,12
20160605160087,4,3,7,48,1,41700,000,12
20160605160088,1,3,5,12,1,33100,099,15
20160605160088,2,3,5,12,1,33100,099,15
20160605160088,3,3,5,12,1,33100,099,15
20160605160088,4,3,5,12,1,33100,099,15
20160605160090,1,2,3,17,1,16980,000,2
20160605160092,1,1,2,34,1,35620,013,3
20160605160094,1,2,4,27,2,00000,000,4
20160605160095,1,2,3,39,1,19380,057,14
20160605160095,2,2,3,39,1,19380,057,14
20160605160095,3,2,3,39,1,19380,057,14
20160605160095,4,2,3,39,1,19380,057,14
20160605160099,1,4,8,30,2,00000,000,10
20160605160099,2,4,8,30,2,00000,000,10
20160605160099,3,4,8,30,2,00000,000,10
20160605160099,4,4,8,30,2,00000,000,10
20160605160099,5,4,8,30,2,00000,000,10
20160605160101,1,3,6,1,2,00000,000,2
20160605160105,1,4,8,4,1,38060,013,13
20160605160105,2,4,8,4,1,38060,013,13
20160605160106,1,2,3,26,1,19820,125,9
20160605160106,2,2,3,26,1,19820,125,9
20160605160111,1,3,5,13,1,12060,000,12
20160605160113,1,4,8,16,1,14260,000,12
20160605160114,1,1,1,9,1,25540,000,5
20160605160118,1,3,6,21,2,00000,000,10
20160605160121,1,1,2,36,1,35620,059,16
20160605160121,2,1,2,36,1,35620,059,16
20160605160121,3,1,2,36,1,35620,059,16
20160605160121,4,1,2,36,1,35620,059,16
20160605160121,5,1,2,36,1,35620,059,16
20160605160123,1,3,5,12,1,45300,103,11
20160605160124,1,3,6,1,1,13820,000,9
20160605160124,2,3,6,1,1,13820,000,9
20160605160129,1,3,7,48,1,19100,000,12
20160605160129,2,3,7,48,1,19100,000,12
20160605160130,1,3,5,12,1,38940,111,2
20160605160130,2,3,5,12,1,38940,111,2
20160605160130,3,3,5,12,1,38940,111,2
20160605160130,4,3,5,12,1,38940,111,2
20160605160131,1,3,5,45,1,17900,000,1
20160605160132,1,4,8,35,2,00000,000,1
20160605160134,1,4,9,6,2,00000,000,6
20160605160135,1,4,9,6,1,12540,029,5
20160605160135,2,4,9,6,1,12540,029,5
20160605160136,1,3,7,5,2,00000,000,9
20160605160136,2,3,7,5,2,00000,000,9
20160605160142,1,2,3,17,1,16980,000,13
20160605160143,1,3,5,12,1,15980,071,13
20160605160508,1,3,6,28,2,00000,000,1
20160605160511,1,2,3,39,2,00000,000,11
20160605160511,2,2,3,39,2,00000,000,11
20160605160511,3,2,3,39,2,00000,000,11
20160605160512,1,1,2,34,1,35620,000,16
20160605160512,2,1,2,34,1,35620,000,16
20160605160512,3,1,2,34,1,35620,000,16
20160605160512,4,1,2,34,1,35620,000,16
20160605160512,5,1,2,34,1,35620,000,16
20160605160512,6,1,2,34,1,35620,000,16
20160605160512,7,1,2,34,1,35620,000,16
20160605160512,8,1,2,34,1,35620,000,16
20160605160513,1,3,6,28,2,00000,000,10
20160605160513,2,3,6,28,2,00000,000,10
20160605160514,1,1,2,36,1,15380,000,12
20160605160515,1,3,6,1,2,00000,000,13
20160605160515,2,3,6,1,2,00000,000,13
20160605160515,3,3,6,1,2,00000,000,13
20160605160516,1,4,9,53,1,34580,057,11
20160605160516,2,4,9,53,1,34580,057,11
20160605160517,1,4,9,53,1,44060,000,13
20160605160517,2,4,9,53,1,44060,000,13
20160605160517,3,4,9,53,1,44060,000,13
20160605160517,4,4,9,53,1,44060,000,13
20160605160518,1,2,3,39,1,17140,000,7
20160605160519,1,1,1,25,1,39300,005,4
20160605160520,1,3,6,28,2,00000,000,9
20160605160520,2,3,6,28,2,00000,000,9
20160605160520,3,3,6,28,2,00000,000,9
20160605160520,4,3,6,28,2,00000,000,9
20160605160523,1,2,4,29,1,41180,099,6
20160605160523,2,2,4,29,1,41180,099,6
20160605160524,1,1,1,33,1,14460,015,16
20160605160525,1,3,6,1,1,12220,081,11
20160605160525,2,3,6,1,1,12220,081,11
20160605160525,3,3,6,1,1,12220,081,11
20160605160525,4,3,6,1,1,12220,081,11
20160605160526,1,3,7,40,1,46140,000,9
20160605160526,2,3,7,40,1,46140,000,9
20160605160528,1,3,5,51,1,47260,000,6
20160605160529,1,1,2,42,2,00000,000,7
20160605160534,1,1,2,36,1,35620,061,14
20160605160537,1,2,3,17,1,16980,000,12
20160605160537,3,2,3,17,1,16980,000,12
20160605160537,4,2,3,17,1,16980,000,12
20160605160543,1,2,3,17,1,00000,000,7
20160605160543,2,2,3,17,1,00000,000,7
20160605160543,3,2,3,17,1,00000,000,7
20160605160543,4,2,3,17,1,00000,000,7
20160605160544,1,2,3,18,2,00000,000,8
20160605160544,2,2,3,18,2,00000,000,8
20160605160545,1,3,6,1,1,12220,081,14
20160605160545,2,3,6,1,1,12220,081,14
20160605160545,3,3,6,1,1,12220,081,14
20160605160545,4,3,6,1,1,12220,081,14
20160605160547,1,3,5,51,1,47900,000,16
20160605160547,2,3,5,51,1,47900,000,16
20160605160549,1,4,8,16,2,00000,000,8
20160605160552,1,3,7,40,3,00000,000,8
20160605160552,2,3,7,40,3,00000,000,8
20160605160554,1,1,1,50,2,00000,000,14
20160605160554,2,1,1,50,2,00000,000,14
20160605160555,1,3,7,48,1,19100,000,15
20160605160555,3,3,7,48,1,19100,000,15
20160605160555,4,3,7,48,1,19100,000,15
20160605160555,5,3,7,48,1,19100,000,15
20160605160555,6,3,7,48,1,19100,000,15
20160605160555,7,3,7,48,1,19100,000,15
20160605160556,1,2,3,17,1,16980,000,11
20160605160559,1,2,3,26,2,00000,000,7
20160605160559,2,2,3,26,2,00000,000,7
20160605160560,1,3,5,37,2,00000,000,8
20160605160561,1,4,9,6,1,40900,067,16
20160605160561,2,4,9,6,1,40900,067,16
20160605160562,1,2,3,39,1,17140,000,8
20160605160562,2,2,3,39,1,17140,000,8
20160605160563,1,3,5,37,1,49180,067,7
20160605160563,2,3,5,37,1,49180,067,7
20160605160566,1,4,8,49,1,41620,000,8
20160605160566,2,4,8,49,1,41620,000,8
20160605160566,3,4,8,49,1,41620,000,8
20160605160567,1,2,3,18,2,00000,000,9
20160605160567,2,2,3,18,2,00000,000,9
20160605160568,1,1,2,42,1,37980,045,12
20160605160570,1,2,4,27,1,33460,163,9
20160605160572,1,4,8,56,2,00000,000,13
20160605160572,2,4,8,56,2,00000,000,13
20160605160572,3,4,8,56,2,00000,000,13
20160605160572,4,4,8,56,2,00000,000,13
20160605160572,5,4,8,56,2,00000,000,13
20160605160574,1,4,8,8,2,00000,000,1
20160605160577,1,2,3,26,1,19820,163,11
20160605160577,2,2,3,26,1,19820,163,11
20160605160577,3,2,3,26,1,19820,163,11
20160605160578,1,2,3,26,1,34740,121,5
20160605160578,2,2,3,26,1,34740,121,5
20160605160583,1,1,1,25,1,14460,017,15
20160605160583,2,1,1,25,1,14460,017,15
20160605160583,3,1,1,25,1,14460,017,15
20160605160585,1,4,9,6,1,41860,000,16
20160605160586,1,3,7,5,1,22900,000,7
20160605160587,1,2,3,39,2,00000,000,6
20160605160588,1,3,7,48,1,26420,000,8
20160605160589,1,3,7,5,1,30780,000,6
20160605160590,1,1,2,42,1,20700,089,5
20160605160591,1,4,9,15,2,00000,000,16
20160605160591,2,4,9,15,2,00000,000,16
20160605160591,3,4,9,15,2,00000,000,16
20160605160591,4,4,9,15,2,00000,000,16
20160605160592,1,1,1,25,1,49340,027,10
20160605160592,2,1,1,25,1,49340,027,10
20160605160592,3,1,1,25,1,49340,027,10
20160605160592,4,1,1,25,1,49340,027,10
20160605160592,5,1,1,25,1,49340,027,10
20160605160593,1,3,6,21,1,00000,000,2
20160605160593,2,3,6,21,1,00000,000,2
20160605160593,3,3,6,21,1,00000,000,2
20160605160593,4,3,6,21,1,00000,000,2
20160605160594,1,3,7,48,1,26420,000,12
20160605160595,1,1,2,42,1,37980,101,8
20160605160595,2,1,2,42,1,37980,101,8
20160605160595,3,1,2,42,1,37980,101,8
20160605160595,4,1,2,42,1,37980,101,8
20160605160596,1,1,1,9,1,25540,000,10
20160605160596,2,1,1,9,1,25540,000,10
20160605160598,1,3,6,1,2,00000,000,6
20160605160602,1,3,6,47,2,00000,000,13
20160605160604,1,4,8,32,1,29820,003,3
20160605160606,1,1,2,34,1,37980,000,15
20160605160606,2,1,2,34,1,37980,000,15
20160605160606,3,1,2,34,1,37980,000,15
20160605160606,4,1,2,34,1,37980,000,15
20160605160606,5,1,2,34,1,37980,000,15
20160605160607,1,1,2,36,1,35620,081,9
20160605160609,1,2,3,55,2,00000,000,10
20160605160609,2,2,3,55,2,00000,000,10
20160605160613,1,2,4,46,2,00000,000,3
20160605160617,1,3,6,47,1,34980,000,12
20160605160617,2,3,6,47,1,34980,000,12
20160605160617,3,3,6,47,1,34980,000,12
20160605160617,4,3,6,47,1,34980,000,12
20160605160621,1,3,5,24,1,12580,510,9
20160605160623,1,3,5,12,1,33100,011,16
20160605160623,2,3,5,12,1,33100,011,16
20160605160623,3,3,5,12,1,33100,011,16
20160605160623,4,3,5,12,1,33100,011,16
20160605160628,1,1,1,9,1,25540,000,5
20160605160630,1,2,4,27,1,33460,000,14
20160605160630,2,2,4,27,1,33460,000,14
20160605160630,3,2,4,27,1,33460,000,14
20160605160630,4,2,4,27,1,33460,000,14
20160605160630,5,2,4,27,1,33460,000,14
20160605160630,6,2,4,27,1,33460,000,14
20160605160634,1,1,2,36,1,13780,000,11
20160605160636,1,1,2,42,1,37980,017,16
20160605160636,2,1,2,42,1,37980,017,16
20160605160636,3,1,2,42,1,37980,017,16
20160605160637,1,4,9,6,1,31080,037,7
20160605160642,1,3,5,51,1,47900,000,16
20160605160647,1,2,4,27,1,33460,123,15
20160605160647,2,2,4,27,1,33460,123,15
20160605160647,3,2,4,27,1,33460,123,15
20160605160647,4,2,4,27,1,33460,123,15
